date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:03:44	2853/2853	---M--	200	added ('OK')	image/png	etag:%225aa1633fb89fd51:0%22	https://www.hopitaux-sarreguemines.fr/images/quote.png	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/images/quote.png	(from https://www.hopitaux-sarreguemines.fr/Style/StyleCK.css)
16:03:45	2818/2818	---M--	200	added ('OK')	image/png	etag:%22d31b7047b89fd51:0%22	https://www.hopitaux-sarreguemines.fr/images/quote2.png	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/images/quote2.png	(from https://www.hopitaux-sarreguemines.fr/Style/StyleCK.css)
16:03:46	191595/191595	---M--	200	added ('OK')	image/jpeg	etag:%224765c9f4fda5d51:0%22	https://www.hopitaux-sarreguemines.fr/images/Default/plan_CHS.jpg	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/images/Default/plan_CHS.jpg	(from https://www.hopitaux-sarreguemines.fr/Ght_sarreguemines.css)
16:03:46	346652/346652	---M--	200	added ('OK')	image/jpeg	etag:%227011a2cefda5d51:0%22	https://www.hopitaux-sarreguemines.fr/images/Default/plan_CH.jpg	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/images/Default/plan_CH.jpg	(from https://www.hopitaux-sarreguemines.fr/Ght_sarreguemines.css)
16:03:46	359/359	---M--	200	added ('OK')	image/gif	etag:%2202225964214d41:0%22	https://www.hopitaux-sarreguemines.fr/Images/flecheSlideShow.gif	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/Images/flecheSlideShow.gif	(from https://www.hopitaux-sarreguemines.fr/Style/Accueil.css)
16:03:47	86143/86143	---M-Z	200	added ('OK')	text/html	date:Fri,%2004%20Jul%202025%2014:03:45%20GMT	https://www.hopitaux-sarreguemines.fr/POST	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/POST.html	(from https://www.hopitaux-sarreguemines.fr/WebResource.axd?d=9cAV11wUu06OHi1K-AW_fgHb9FE3w-PlHtUoWuRge30U5iZwftlCl_Y-jF3AHUms7KQjcp9fln6bGf9LO_6G1sStd0V93XWHzGmeXY-DtvA1&t=637110284437816177)
16:03:48	86218/86218	---M-Z	200	added ('OK')	text/html	date:Fri,%2004%20Jul%202025%2014:03:45%20GMT	https://www.hopitaux-sarreguemines.fr/Opera/	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/Opera/index.html	(from https://www.hopitaux-sarreguemines.fr/ScriptResource.axd?d=1z6J2j_mXp0nz1DoNxCyWxVp49prDP0hzhZK9tQDNhJ_XtntM5ofbpOPl_y4WSnJkz8xuxKGfSCwm2F-VJnyZ8N0tqQFzdBhm0fIoIN6Ypiypp5GuohBou6dCmKYfLKKTBc9_ptYV__IyJeUUHZfNg2&t=ffffffffe3663df5)
16:03:49	86220/86220	---M-Z	200	added ('OK')	text/html	date:Fri,%2004%20Jul%202025%2014:03:47%20GMT	https://www.hopitaux-sarreguemines.fr/Firefox/	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/Firefox/index.html	(from https://www.hopitaux-sarreguemines.fr/ScriptResource.axd?d=1z6J2j_mXp0nz1DoNxCyWxVp49prDP0hzhZK9tQDNhJ_XtntM5ofbpOPl_y4WSnJkz8xuxKGfSCwm2F-VJnyZ8N0tqQFzdBhm0fIoIN6Ypiypp5GuohBou6dCmKYfLKKTBc9_ptYV__IyJeUUHZfNg2&t=ffffffffe3663df5)
16:03:49	86232/86232	---M-Z	200	added ('OK')	text/html	date:Fri,%2004%20Jul%202025%2014:03:47%20GMT	https://www.hopitaux-sarreguemines.fr/AppleWebKit/	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/AppleWebKit/index.html	(from https://www.hopitaux-sarreguemines.fr/ScriptResource.axd?d=1z6J2j_mXp0nz1DoNxCyWxVp49prDP0hzhZK9tQDNhJ_XtntM5ofbpOPl_y4WSnJkz8xuxKGfSCwm2F-VJnyZ8N0tqQFzdBhm0fIoIN6Ypiypp5GuohBou6dCmKYfLKKTBc9_ptYV__IyJeUUHZfNg2&t=ffffffffe3663df5)
16:03:50	86191/86191	---M-Z	200	added ('OK')	text/html	date:Fri,%2004%20Jul%202025%2014:03:48%20GMT	https://www.hopitaux-sarreguemines.fr/MicrosoftAjaxWebForms.js	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/MicrosoftAjaxWebForms.html	(from https://www.hopitaux-sarreguemines.fr/ScriptResource.axd?d=lj-HLEmHQXhTPi-OLl3kMfyVl30vq80wr-Ps19Zw_TYZ3X3hzJjfcBNa_Lkm0nWT2oE8qw3Jcv_XEx2FLZfiwaCvoFOlKGOdAmOZJRZH1HPV6wUN181YrwnlWnviB7jw-nEw-DAkw50FHcLmfdheHQ2&t=ffffffffe3663df5)
16:03:50	86200/86200	---M-Z	200	added ('OK')	text/html	date:Fri,%2004%20Jul%202025%2014:03:48%20GMT	https://www.hopitaux-sarreguemines.fr/MicrosoftAjaxSerialization.js	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/MicrosoftAjaxSerialization.html	(from https://www.hopitaux-sarreguemines.fr/ScriptResource.axd?d=lj-HLEmHQXhTPi-OLl3kMfyVl30vq80wr-Ps19Zw_TYZ3X3hzJjfcBNa_Lkm0nWT2oE8qw3Jcv_XEx2FLZfiwaCvoFOlKGOdAmOZJRZH1HPV6wUN181YrwnlWnviB7jw-nEw-DAkw50FHcLmfdheHQ2&t=ffffffffe3663df5)
16:03:51	86186/86186	---M-Z	200	added ('OK')	text/html	date:Fri,%2004%20Jul%202025%2014:03:49%20GMT	https://www.hopitaux-sarreguemines.fr/MicrosoftAjaxNetwork.js	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/MicrosoftAjaxNetwork.html	(from https://www.hopitaux-sarreguemines.fr/ScriptResource.axd?d=lj-HLEmHQXhTPi-OLl3kMfyVl30vq80wr-Ps19Zw_TYZ3X3hzJjfcBNa_Lkm0nWT2oE8qw3Jcv_XEx2FLZfiwaCvoFOlKGOdAmOZJRZH1HPV6wUN181YrwnlWnviB7jw-nEw-DAkw50FHcLmfdheHQ2&t=ffffffffe3663df5)
16:03:51	139495/139495	---M--	200	added ('OK')	image/jpeg	etag:%2280666ea15aeed21:0%22	https://www.hopitaux-sarreguemines.fr/Ressources/FTP/bandeau_module/Module_Def.jpg	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/Ressources/FTP/bandeau_module/Module_Def.jpg	(from https://www.hopitaux-sarreguemines.fr/urgences/2/64)
16:03:52	15810/15810	---M--	200	added ('OK')	image/jpeg	etag:%225c8fcaa812acd51:0%22	https://www.hopitaux-sarreguemines.fr/images/Default/logos.jpg	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/images/Default/logos.jpg	(from https://www.hopitaux-sarreguemines.fr/urgences/2/64)
16:03:52	336910/336910	---M--	200	added ('OK')	application/pdf	etag:%2261b14b3381f6d71:0%22	https://www.hopitaux-sarreguemines.fr/Ressources/FCK/Flyer%20-%20Campagne%20R%c3%a9gionale%20URGENCES_.pdf	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/Ressources/FCK/Flyer%20-%20Campagne%20R%c3%a9gionale%20URGENCES_.pdf	(from https://www.hopitaux-sarreguemines.fr/urgences/2/64)
16:03:53	462762/462762	---M--	200	added ('OK')	image/png	etag:%22488be7f0c6d81:0%22	https://www.hopitaux-sarreguemines.fr/Ressources/FCK/passage%20aux%20urgences.png	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/Ressources/FCK/passage%20aux%20urgences.png	(from https://www.hopitaux-sarreguemines.fr/urgences/2/64)
16:03:53	34116/34116	---M--	200	added ('OK')	image/png	etag:%22dd6129b2acd1d91:0%22	https://www.hopitaux-sarreguemines.fr/Ressources/FCK/anesthesie.png	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/Ressources/FCK/anesthesie.png	(from https://www.hopitaux-sarreguemines.fr/Rendez-vous-en-ligne/2/30)
16:03:53	46667/46667	---M--	200	added ('OK')	image/png	etag:%2241e2ee18add1d91:0%22	https://www.hopitaux-sarreguemines.fr/Ressources/FCK/cardiologie.png	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/Ressources/FCK/cardiologie.png	(from https://www.hopitaux-sarreguemines.fr/Rendez-vous-en-ligne/2/30)
16:03:53	61455/61455	---M--	200	added ('OK')	image/png	etag:%22958aa337add1d91:0%22	https://www.hopitaux-sarreguemines.fr/Ressources/FCK/ortho.png	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/Ressources/FCK/ortho.png	(from https://www.hopitaux-sarreguemines.fr/Rendez-vous-en-ligne/2/30)
16:03:54	60911/60911	---M--	200	added ('OK')	image/png	etag:%223a21cc4fadd1d91:0%22	https://www.hopitaux-sarreguemines.fr/Ressources/FCK/uro.png	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/Ressources/FCK/uro.png	(from https://www.hopitaux-sarreguemines.fr/Rendez-vous-en-ligne/2/30)
16:03:54	13243/13243	---M--	200	added ('OK')	image/png	etag:%221b51c285b7d1d91:0%22	https://www.hopitaux-sarreguemines.fr/Ressources/FCK/generaliste%20bitche.png	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/Ressources/FCK/generaliste%20bitche.png	(from https://www.hopitaux-sarreguemines.fr/Rendez-vous-en-ligne/2/30)
16:03:54	51730/51730	---M--	200	added ('OK')	image/png	etag:%221b8c1d75add1d91:0%22	https://www.hopitaux-sarreguemines.fr/Ressources/FCK/chir%20gen%20et%20dig.png	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/Ressources/FCK/chir%20gen%20et%20dig.png	(from https://www.hopitaux-sarreguemines.fr/Rendez-vous-en-ligne/2/30)
16:03:55	13378/13378	---M--	200	added ('OK')	image/png	etag:%226e8012d0afd1d91:0%22	https://www.hopitaux-sarreguemines.fr/Ressources/FCK/endocrino%20diabete.png	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/Ressources/FCK/endocrino%20diabete.png	(from https://www.hopitaux-sarreguemines.fr/Rendez-vous-en-ligne/2/30)
16:03:55	43746/43746	---M--	200	added ('OK')	image/png	etag:%222e7726feadd1d91:0%22	https://www.hopitaux-sarreguemines.fr/Ressources/FCK/gastro.png	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/Ressources/FCK/gastro.png	(from https://www.hopitaux-sarreguemines.fr/Rendez-vous-en-ligne/2/30)
16:03:55	9117/9117	---M--	200	added ('OK')	image/png	etag:%22f39be496b1d1d91:0%22	https://www.hopitaux-sarreguemines.fr/Ressources/FCK/sante%20sexuelle.png	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/Ressources/FCK/sante%20sexuelle.png	(from https://www.hopitaux-sarreguemines.fr/Rendez-vous-en-ligne/2/30)
16:03:56	26457/26457	---M--	200	added ('OK')	image/png	etag:%2272d94abd8137d71:0%22	https://www.hopitaux-sarreguemines.fr/Ressources/FCK/ICONE%20DOCTOLIB.png	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/Ressources/FCK/ICONE%20DOCTOLIB.png	(from https://www.hopitaux-sarreguemines.fr/Rendez-vous-en-ligne/2/30)
16:03:56	128500/128500	---M--	200	added ('OK')	application/pdf	etag:%2288c25f296a50db1:0%22	https://www.hopitaux-sarreguemines.fr/Ressources/FCK/formulaire%20demande%20TEP%20dec%2024.pdf	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/Ressources/FCK/formulaire%20demande%20TEP%20dec%2024.pdf	(from https://www.hopitaux-sarreguemines.fr/Rendez-vous-en-ligne/2/30)
16:03:57	7648/7648	---M--	200	added ('OK')	image/png	etag:%22272f155db9c6d91:0%22	https://www.hopitaux-sarreguemines.fr/Ressources/FCK/IMAG%20MED%20scann23.png	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/Ressources/FCK/IMAG%20MED%20scann23.png	(from https://www.hopitaux-sarreguemines.fr/Rendez-vous-en-ligne/2/30)
16:03:57	669731/669731	---M--	200	added ('OK')	application/pdf	etag:%2213e589166a50db1:0%22	https://www.hopitaux-sarreguemines.fr/Ressources/FCK/Questionnaire%20SCANNER%2019%20SEPT%2023.pdf	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/Ressources/FCK/Questionnaire%20SCANNER%2019%20SEPT%2023.pdf	(from https://www.hopitaux-sarreguemines.fr/Rendez-vous-en-ligne/2/30)
16:03:57	236736/236736	---M--	200	added ('OK')	application/pdf	etag:%227fc92cbc3475da1:0%22	https://www.hopitaux-sarreguemines.fr/Ressources/FCK/QUESTIONNAIRE%20IRM%2019%20SEPT%2023.pdf	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/Ressources/FCK/QUESTIONNAIRE%20IRM%2019%20SEPT%2023.pdf	(from https://www.hopitaux-sarreguemines.fr/Rendez-vous-en-ligne/2/30)
16:03:57	6588/6588	---M--	200	added ('OK')	image/png	etag:%224ae83332b8c6d91:0%22	https://www.hopitaux-sarreguemines.fr/Ressources/FCK/IMAG%20MED%20irm%2023.png	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/Ressources/FCK/IMAG%20MED%20irm%2023.png	(from https://www.hopitaux-sarreguemines.fr/Rendez-vous-en-ligne/2/30)
16:03:58	202209/202209	---M--	200	added ('OK')	application/pdf	etag:%22bcb0658a93fad91:0%22	https://www.hopitaux-sarreguemines.fr/Ressources/FCK/MED_NUCL%20fiche%20admin%203%20-%20juillet%2021.pdf	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/Ressources/FCK/MED_NUCL%20fiche%20admin%203%20-%20juillet%2021.pdf	(from https://www.hopitaux-sarreguemines.fr/Rendez-vous-en-ligne/2/30)
16:03:58	7945/7945	---M--	200	added ('OK')	image/png	etag:%22bab29a892fad91:0%22	https://www.hopitaux-sarreguemines.fr/Ressources/FCK/patients%20MED%20NUCL.png	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/Ressources/FCK/patients%20MED%20NUCL.png	(from https://www.hopitaux-sarreguemines.fr/Rendez-vous-en-ligne/2/30)
16:03:58	181331/181331	---M--	200	added ('OK')	application/pdf	etag:%228d47df803a51db1:0%22	https://www.hopitaux-sarreguemines.fr/Ressources/FCK/CEREBRALE%20DATSCAN.pdf	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/Ressources/FCK/CEREBRALE%20DATSCAN.pdf	(from https://www.hopitaux-sarreguemines.fr/Rendez-vous-en-ligne/2/30)
16:03:58	179816/179816	---M--	200	added ('OK')	application/pdf	etag:%22a16794903b51db1:0%22	https://www.hopitaux-sarreguemines.fr/Ressources/FCK/OSSEUSE.pdf	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/Ressources/FCK/OSSEUSE.pdf	(from https://www.hopitaux-sarreguemines.fr/Rendez-vous-en-ligne/2/30)
16:03:59	181254/181254	---M--	200	added ('OK')	application/pdf	etag:%224c388533b51db1:0%22	https://www.hopitaux-sarreguemines.fr/Ressources/FCK/MAG%203.pdf	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/Ressources/FCK/MAG%203.pdf	(from https://www.hopitaux-sarreguemines.fr/Rendez-vous-en-ligne/2/30)
16:03:59	180055/180055	---M--	200	added ('OK')	application/pdf	etag:%22e0b62da23a51db1:0%22	https://www.hopitaux-sarreguemines.fr/Ressources/FCK/FEVG.pdf	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/Ressources/FCK/FEVG.pdf	(from https://www.hopitaux-sarreguemines.fr/Rendez-vous-en-ligne/2/30)
16:03:59	179218/179218	---M--	200	added ('OK')	application/pdf	etag:%22eb5d709e4c51db1:0%22	https://www.hopitaux-sarreguemines.fr/Ressources/FCK/PARATHIROIDE.pdf	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/Ressources/FCK/PARATHIROIDE.pdf	(from https://www.hopitaux-sarreguemines.fr/Rendez-vous-en-ligne/2/30)
16:04:00	184080/184080	---M--	200	added ('OK')	application/pdf	etag:%22f03ae0d54c51db1:0%22	https://www.hopitaux-sarreguemines.fr/Ressources/FCK/RENALE%20DMSA.pdf	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/Ressources/FCK/RENALE%20DMSA.pdf	(from https://www.hopitaux-sarreguemines.fr/Rendez-vous-en-ligne/2/30)
16:04:00	177166/177166	---M--	200	added ('OK')	application/pdf	etag:%22c4435675751db1:0%22	https://www.hopitaux-sarreguemines.fr/Ressources/FCK/GANGLION%20SENTINELLE.pdf	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/Ressources/FCK/GANGLION%20SENTINELLE.pdf	(from https://www.hopitaux-sarreguemines.fr/Rendez-vous-en-ligne/2/30)
16:04:00	179322/179322	---M--	200	added ('OK')	application/pdf	etag:%22c7d484bb4c51db1:0%22	https://www.hopitaux-sarreguemines.fr/Ressources/FCK/PULMONAIRE.pdf	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/Ressources/FCK/PULMONAIRE.pdf	(from https://www.hopitaux-sarreguemines.fr/Rendez-vous-en-ligne/2/30)
16:04:01	181576/181576	---M--	200	added ('OK')	application/pdf	etag:%22621532f04c51db1:0%22	https://www.hopitaux-sarreguemines.fr/Ressources/FCK/THIROIDIENNE.pdf	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/Ressources/FCK/THIROIDIENNE.pdf	(from https://www.hopitaux-sarreguemines.fr/Rendez-vous-en-ligne/2/30)
16:04:01	193748/193748	---M--	200	added ('OK')	application/pdf	etag:%228d3f4713b51db1:0%22	https://www.hopitaux-sarreguemines.fr/Ressources/FCK/MYOCARDIQUE.pdf	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/Ressources/FCK/MYOCARDIQUE.pdf	(from https://www.hopitaux-sarreguemines.fr/Rendez-vous-en-ligne/2/30)
16:04:01	7860/7860	---M--	200	added ('OK')	image/png	etag:%22515d504af3cdda1:0%22	https://www.hopitaux-sarreguemines.fr/Ressources/FCK/tep%20prescripteurs.png	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/Ressources/FCK/tep%20prescripteurs.png	(from https://www.hopitaux-sarreguemines.fr/Rendez-vous-en-ligne/2/30)
16:04:02	233621/233621	---M--	200	added ('OK')	application/pdf	etag:%22e9e53d534d51db1:0%22	https://www.hopitaux-sarreguemines.fr/Ressources/FCK/CARDIAQUE%20FDG.pdf	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/Ressources/FCK/CARDIAQUE%20FDG.pdf	(from https://www.hopitaux-sarreguemines.fr/Rendez-vous-en-ligne/2/30)
16:04:02	224574/224574	---M--	200	added ('OK')	application/pdf	etag:%2286db20a84d51db1:0%22	https://www.hopitaux-sarreguemines.fr/Ressources/FCK/FDG.pdf	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/Ressources/FCK/FDG.pdf	(from https://www.hopitaux-sarreguemines.fr/Rendez-vous-en-ligne/2/30)
16:04:02	187300/187300	---M--	200	added ('OK')	application/pdf	etag:%22febe308b4d51db1:0%22	https://www.hopitaux-sarreguemines.fr/Ressources/FCK/DOPAMINE.pdf	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/Ressources/FCK/DOPAMINE.pdf	(from https://www.hopitaux-sarreguemines.fr/Rendez-vous-en-ligne/2/30)
16:04:02	19055259/19055259	---M--	200	added ('OK')	image/png	etag:%22c220b9581f6d71:0%22	https://www.hopitaux-sarreguemines.fr/Ressources/FCK/Campagne%20R%c3%a9gionale%20URGENCES.png	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/Ressources/FCK/Campagne%20R%c3%a9gionale%20URGENCES.png	(from https://www.hopitaux-sarreguemines.fr/urgences/2/64)
16:04:03	179147/179147	---M--	200	added ('OK')	application/pdf	etag:%229ba91e714d51db1:0%22	https://www.hopitaux-sarreguemines.fr/Ressources/FCK/CHOLINE.pdf	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/Ressources/FCK/CHOLINE.pdf	(from https://www.hopitaux-sarreguemines.fr/Rendez-vous-en-ligne/2/30)
16:04:03	216995/216995	---M--	200	added ('OK')	application/pdf	etag:%22d9e080c34d51db1:0%22	https://www.hopitaux-sarreguemines.fr/Ressources/FCK/VIZAMYL.pdf	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/Ressources/FCK/VIZAMYL.pdf	(from https://www.hopitaux-sarreguemines.fr/Rendez-vous-en-ligne/2/30)
16:04:04	15810/15810	---M--	200	added ('OK')	image/jpeg	etag:%225c8fcaa812acd51:0%22	https://www.hopitaux-sarreguemines.fr/images/Default/Logos.jpg	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/images/Default/Logos-2.jpg	(from https://www.hopitaux-sarreguemines.fr/Consultations/3/75/116)
16:04:04	78402/78402	---M-Z	200	added ('OK')	text/html	date:Fri,%2004%20Jul%202025%2014:04:03%20GMT	https://www.hopitaux-sarreguemines.fr/Consultations/3/75/117	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/Consultations/3/75/117.html	(from https://www.hopitaux-sarreguemines.fr/Consultations/3/75/116)
16:04:06	121616/121616	---M-Z	200	added ('OK')	text/html	date:Fri,%2004%20Jul%202025%2014:04:04%20GMT	https://www.hopitaux-sarreguemines.fr/Hospitalisation/3/57/79	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/Hospitalisation/3/57/79.html	(from https://www.hopitaux-sarreguemines.fr/Hospitalisation/3/57/78)
16:04:06	73264/73264	---M-Z	200	added ('OK')	text/html	date:Fri,%2004%20Jul%202025%2014:04:04%20GMT	https://www.hopitaux-sarreguemines.fr/Visiter-un-proche/3/77/122	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/Visiter-un-proche/3/77/122.html	(from https://www.hopitaux-sarreguemines.fr/Visiter-un-proche/3/77/121)
16:04:06	6077493/6077493	---M--	200	added ('OK')	application/pdf	etag:%22724ade852e75da1:0%22	https://www.hopitaux-sarreguemines.fr/Ressources/FCK/LIVRET%20DACCUEIL%20V.nov2023.pdf	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/Ressources/FCK/LIVRET%20DACCUEIL%20V.nov2023.pdf	(from https://www.hopitaux-sarreguemines.fr/Hospitalisation/3/57/78)
16:04:06	4068622/4068622	---M--	200	added ('OK')	application/pdf	etag:%222bfc2c72f75da1:0%22	https://www.hopitaux-sarreguemines.fr/Ressources/FCK/livret%20ch%20pax%20janv%202024%20web.pdf	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/Ressources/FCK/livret%20ch%20pax%20janv%202024%20web.pdf	(from https://www.hopitaux-sarreguemines.fr/Hospitalisation/3/57/78)
16:04:07	84771/84771	---M-Z	200	added ('OK')	text/html	date:Fri,%2004%20Jul%202025%2014:04:05%20GMT	https://www.hopitaux-sarreguemines.fr/Satisfaction/3/38/111	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/Satisfaction/3/38/111.html	(from https://www.hopitaux-sarreguemines.fr/Satisfaction/3/38/110)
16:04:07	172155/172155	---M--	200	added ('OK')	application/pdf	etag:%22d6542a77561adb1:0%22	https://www.hopitaux-sarreguemines.fr/Ressources/FCK/saisine%20remplissable.pdf	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/Ressources/FCK/saisine%20remplissable.pdf	(from https://www.hopitaux-sarreguemines.fr/comite-ethique/2/89)
16:04:07	231534/231534	---M--	200	added ('OK')	application/pdf	etag:%227ca74ffadbceda1:0%22	https://www.hopitaux-sarreguemines.fr/Ressources/FCK/FICHE%20DE%20SAISINE.pdf	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/Ressources/FCK/FICHE%20DE%20SAISINE.pdf	(from https://www.hopitaux-sarreguemines.fr/comite-ethique/2/89)
16:04:08	66219/66219	---M--	200	added ('OK')	image/png	etag:%22229f1ede5ceadb1:0%22	https://www.hopitaux-sarreguemines.fr/Ressources/FCK/Fichier%202.png	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/Ressources/FCK/Fichier%202.png	(from https://www.hopitaux-sarreguemines.fr/pepiniere-d-entreprise-e-sante-ccdl/3/95/147)
16:04:08	71621/71621	---M-Z	200	added ('OK')	text/html	date:Fri,%2004%20Jul%202025%2014:04:06%20GMT	https://www.hopitaux-sarreguemines.fr/pepiniere-d-entreprise-e-sante-ccdl/3/95/143	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/pepiniere-d-entreprise-e-sante-ccdl/3/95/143.html	(from https://www.hopitaux-sarreguemines.fr/pepiniere-d-entreprise-e-sante-ccdl/3/95/147)
16:04:09	71383/71383	---M-Z	200	added ('OK')	text/html	date:Fri,%2004%20Jul%202025%2014:04:07%20GMT	https://www.hopitaux-sarreguemines.fr/pepiniere-d-entreprise-e-sante-ccdl/3/95/144	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/pepiniere-d-entreprise-e-sante-ccdl/3/95/144.html	(from https://www.hopitaux-sarreguemines.fr/pepiniere-d-entreprise-e-sante-ccdl/3/95/147)
16:04:09	79524/79524	---M-Z	200	added ('OK')	text/html	date:Fri,%2004%20Jul%202025%2014:04:07%20GMT	https://www.hopitaux-sarreguemines.fr/pepiniere-d-entreprise-e-sante-ccdl/3/95/145	C:/My%20Web%20Sites/PROJET%20SITE%20WEB/www.hopitaux-sarreguemines.fr/pepiniere-d-entreprise-e-sante-ccdl/3/95/145.html	(from https://www.hopitaux-sarreguemines.fr/pepiniere-d-entreprise-e-sante-ccdl/3/95/147)
